,text,tokens,filtered_tokens,tagged_tokens,nouns
57,"Line was long of course, and was hopeful due to the reviews","['Line', 'was', 'long', 'of', 'course', ',', 'and', 'was', 'hopeful', 'due', 'to', 'the', 'reviews']","['line', 'long', 'course', ',', 'hopeful', 'due', 'reviews']","[('line', 'NN'), ('long', 'JJ'), ('course', 'NN'), (',', ','), ('hopeful', 'JJ'), ('due', 'JJ'), ('reviews', 'NNS')]","['line', 'course', 'reviews']"
58,Very similar to Town Pizza in Highland Park LA.,"['Very', 'similar', 'to', 'Town', 'Pizza', 'in', 'Highland', 'Park', 'LA', '.']","['very', 'similar', 'town', 'pizza', 'highland', 'park', 'la', '.']","[('very', 'RB'), ('similar', 'JJ'), ('town', 'NN'), ('pizza', 'NN'), ('highland', 'NN'), ('park', 'NN'), ('la', 'NN'), ('.', '.')]","['town', 'pizza', 'highland', 'park', 'la']"
59,"I'm not much of a ""review or feedback"" person but this place is worth me signing up for a yelp account !!! It's the best pizza I have ever had hands down ...","['I', ""'m"", 'not', 'much', 'of', 'a', '``', 'review', 'or', 'feedback', ""''"", 'person', 'but', 'this', 'place', 'is', 'worth', 'me', 'signing', 'up', 'for', 'a', 'yelp', 'account', '!', '!', '!', 'It', ""'s"", 'the', 'best', 'pizza', 'I', 'have', 'ever', 'had', 'hands', 'down', '...']","['i', ""'m"", 'much', '``', 'review', 'feedback', ""''"", 'person', 'place', 'worth', 'signing', 'yelp', 'account', '!', '!', '!', 'it', ""'s"", 'best', 'pizza', 'i', 'ever', 'hands', '...']","[('i', 'NN'), (""'m"", 'VBP'), ('much', 'JJ'), ('``', '``'), ('review', 'NN'), ('feedback', 'NN'), (""''"", ""''""), ('person', 'NN'), ('place', 'NN'), ('worth', 'IN'), ('signing', 'VBG'), ('yelp', 'NN'), ('account', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('best', 'RBS'), ('pizza', 'NN'), ('i', 'NN'), ('ever', 'RB'), ('hands', 'NNS'), ('...', ':')]","['i', 'review', 'feedback', 'person', 'place', 'yelp', 'account', 'pizza', 'i', 'hands']"
60,"Like most newbees I had a hard time finding it here is a post that helped me find it : 

""Take escalators to restaurant floor (third floor)","['Like', 'most', 'newbees', 'I', 'had', 'a', 'hard', 'time', 'finding', 'it', 'here', 'is', 'a', 'post', 'that', 'helped', 'me', 'find', 'it', ':', ""''"", 'Take', 'escalators', 'to', 'restaurant', 'floor', '(', 'third', 'floor', ')']","['like', 'newbees', 'i', 'hard', 'time', 'finding', 'post', 'helped', 'find', ':', ""''"", 'take', 'escalators', 'restaurant', 'floor', '(', 'third', 'floor', ')']","[('like', 'IN'), ('newbees', 'NNS'), ('i', 'RB'), ('hard', 'JJ'), ('time', 'NN'), ('finding', 'VBG'), ('post', 'NN'), ('helped', 'VBD'), ('find', 'VB'), (':', ':'), (""''"", ""''""), ('take', 'VB'), ('escalators', 'NNS'), ('restaurant', 'JJ'), ('floor', 'NN'), ('(', '('), ('third', 'JJ'), ('floor', 'NN'), (')', ')')]","['newbees', 'time', 'post', 'escalators', 'floor', 'floor']"
61,At top of escalators you will be facing Jaleo,"['At', 'top', 'of', 'escalators', 'you', 'will', 'be', 'facing', 'Jaleo']","['at', 'top', 'escalators', 'facing', 'jaleo']","[('at', 'IN'), ('top', 'JJ'), ('escalators', 'NNS'), ('facing', 'VBG'), ('jaleo', 'NN')]","['escalators', 'jaleo']"
62,Immediately on the left of this restaurant is a (narrow by Vegas standards) hallway - the pizza place is down this hallway,"['Immediately', 'on', 'the', 'left', 'of', 'this', 'restaurant', 'is', 'a', '(', 'narrow', 'by', 'Vegas', 'standards', ')', 'hallway', '-', 'the', 'pizza', 'place', 'is', 'down', 'this', 'hallway']","['immediately', 'left', 'restaurant', '(', 'narrow', 'vegas', 'standards', ')', 'hallway', '-', 'pizza', 'place', 'hallway']","[('immediately', 'RB'), ('left', 'VBN'), ('restaurant', 'NN'), ('(', '('), ('narrow', 'JJ'), ('vegas', 'NN'), ('standards', 'NNS'), (')', ')'), ('hallway', 'VBP'), ('-', ':'), ('pizza', 'NN'), ('place', 'NN'), ('hallway', 'NN')]","['restaurant', 'vegas', 'standards', 'pizza', 'place', 'hallway']"
63,You'll see people indulging in pizza by the pool table in this area and know you've hit the right spot,"['You', ""'ll"", 'see', 'people', 'indulging', 'in', 'pizza', 'by', 'the', 'pool', 'table', 'in', 'this', 'area', 'and', 'know', 'you', ""'ve"", 'hit', 'the', 'right', 'spot']","['you', ""'ll"", 'see', 'people', 'indulging', 'pizza', 'pool', 'table', 'area', 'know', ""'ve"", 'hit', 'right', 'spot']","[('you', 'PRP'), (""'ll"", 'MD'), ('see', 'VB'), ('people', 'NNS'), ('indulging', 'VBG'), ('pizza', 'JJ'), ('pool', 'NN'), ('table', 'JJ'), ('area', 'NN'), ('know', 'VBP'), (""'ve"", 'VBP'), ('hit', 'VBN'), ('right', 'JJ'), ('spot', 'NN')]","['people', 'pool', 'area', 'spot']"
64,":)

best,

the pokerfoodie""

If you stay on the strip and don't hit this place at least once your missing out big time!!!!","[':', ')', 'best', ',', 'the', 'pokerfoodie', ""''"", 'If', 'you', 'stay', 'on', 'the', 'strip', 'and', 'do', ""n't"", 'hit', 'this', 'place', 'at', 'least', 'once', 'your', 'missing', 'out', 'big', 'time', '!', '!', '!', '!']","[':', ')', 'best', ',', 'pokerfoodie', ""''"", 'if', 'stay', 'strip', ""n't"", 'hit', 'place', 'least', 'missing', 'big', 'time', '!', '!', '!', '!']","[(':', ':'), (')', ')'), ('best', 'JJS'), (',', ','), ('pokerfoodie', 'NN'), (""''"", ""''""), ('if', 'IN'), ('stay', 'JJ'), ('strip', 'VBP'), (""n't"", 'RB'), ('hit', 'VB'), ('place', 'NN'), ('least', 'JJS'), ('missing', 'VBG'), ('big', 'JJ'), ('time', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.')]","['pokerfoodie', 'place', 'time']"
65,Definitely a MUST-TRY if you are nearby cosmo and are: 1) hungry AF and/or 2) drunk AF,"['Definitely', 'a', 'MUST-TRY', 'if', 'you', 'are', 'nearby', 'cosmo', 'and', 'are', ':', '1', ')', 'hungry', 'AF', 'and/or', '2', ')', 'drunk', 'AF']","['definitely', 'must-try', 'nearby', 'cosmo', ':', '1', ')', 'hungry', 'af', 'and/or', '2', ')', 'drunk', 'af']","[('definitely', 'RB'), ('must-try', 'NN'), ('nearby', 'JJ'), ('cosmo', 'NN'), (':', ':'), ('1', 'CD'), (')', ')'), ('hungry', 'NN'), ('af', 'NN'), ('and/or', 'IN'), ('2', 'CD'), (')', ')'), ('drunk', 'NN'), ('af', 'NN')]","['must-try', 'cosmo', 'hungry', 'af', 'drunk', 'af']"
66,You will not regret ordering the white pizza,"['You', 'will', 'not', 'regret', 'ordering', 'the', 'white', 'pizza']","['you', 'regret', 'ordering', 'white', 'pizza']","[('you', 'PRP'), ('regret', 'VBP'), ('ordering', 'VBG'), ('white', 'JJ'), ('pizza', 'NN')]",['pizza']
67,"The whole pizza, if you can","['The', 'whole', 'pizza', ',', 'if', 'you', 'can']","['the', 'whole', 'pizza', ',']","[('the', 'DT'), ('whole', 'JJ'), ('pizza', 'NN'), (',', ',')]",['pizza']
68,I'm not kidding,"['I', ""'m"", 'not', 'kidding']","['i', ""'m"", 'kidding']","[('i', 'NN'), (""'m"", 'VBP'), ('kidding', 'VBG')]",['i']
69,"It's THAT good (plus you save a little $ per slice, too and that's always a good thing!) And another awesome thing about this place is how it's awesome late! Perfect to come straight here right after Marquee lol (no yacking pls) but expect a long line due to other drunkies with the munchies *nom*","['It', ""'s"", 'THAT', 'good', '(', 'plus', 'you', 'save', 'a', 'little', '$', 'per', 'slice', ',', 'too', 'and', 'that', ""'s"", 'always', 'a', 'good', 'thing', '!', ')', 'And', 'another', 'awesome', 'thing', 'about', 'this', 'place', 'is', 'how', 'it', ""'s"", 'awesome', 'late', '!', 'Perfect', 'to', 'come', 'straight', 'here', 'right', 'after', 'Marquee', 'lol', '(', 'no', 'yacking', 'pls', ')', 'but', 'expect', 'a', 'long', 'line', 'due', 'to', 'other', 'drunkies', 'with', 'the', 'munchies', '*nom*']","['it', ""'s"", 'that', 'good', '(', 'plus', 'save', 'little', '$', 'per', 'slice', ',', ""'s"", 'always', 'good', 'thing', '!', ')', 'and', 'another', 'awesome', 'thing', 'place', ""'s"", 'awesome', 'late', '!', 'perfect', 'come', 'straight', 'right', 'marquee', 'lol', '(', 'yacking', 'pls', ')', 'expect', 'long', 'line', 'due', 'drunkies', 'munchies', '*nom*']","[('it', 'PRP'), (""'s"", 'VBZ'), ('that', 'IN'), ('good', 'JJ'), ('(', '('), ('plus', 'CC'), ('save', 'VB'), ('little', 'JJ'), ('$', '$'), ('per', 'IN'), ('slice', 'NN'), (',', ','), (""'s"", 'POS'), ('always', 'RB'), ('good', 'JJ'), ('thing', 'NN'), ('!', '.'), (')', ')'), ('and', 'CC'), ('another', 'DT'), ('awesome', 'JJ'), ('thing', 'NN'), ('place', 'NN'), (""'s"", 'POS'), ('awesome', 'JJ'), ('late', 'JJ'), ('!', '.'), ('perfect', 'JJ'), ('come', 'JJ'), ('straight', 'RB'), ('right', 'JJ'), ('marquee', 'NN'), ('lol', 'NN'), ('(', '('), ('yacking', 'VBG'), ('pls', 'NN'), (')', ')'), ('expect', 'VBP'), ('long', 'JJ'), ('line', 'NN'), ('due', 'JJ'), ('drunkies', 'NNS'), ('munchies', 'NNS'), ('*nom*', 'VBP')]","['slice', 'thing', 'thing', 'place', 'marquee', 'lol', 'pls', 'line', 'drunkies', 'munchies']"
70,If I could only rate this place off the chart,"['If', 'I', 'could', 'only', 'rate', 'this', 'place', 'off', 'the', 'chart']","['if', 'i', 'could', 'rate', 'place', 'chart']","[('if', 'IN'), ('i', 'NNS'), ('could', 'MD'), ('rate', 'NN'), ('place', 'VB'), ('chart', 'NN')]","['i', 'rate', 'chart']"
71,BEST PIZZA on the strip!!!!! It's super fast paced so don't expect to sit,"['BEST', 'PIZZA', 'on', 'the', 'strip', '!', '!', '!', '!', '!', 'It', ""'s"", 'super', 'fast', 'paced', 'so', 'do', ""n't"", 'expect', 'to', 'sit']","['best', 'pizza', 'strip', '!', '!', '!', '!', '!', 'it', ""'s"", 'super', 'fast', 'paced', ""n't"", 'expect', 'sit']","[('best', 'JJS'), ('pizza', 'NN'), ('strip', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('super', 'JJ'), ('fast', 'RB'), ('paced', 'VBP'), (""n't"", 'RB'), ('expect', 'VB'), ('sit', 'NN')]","['pizza', 'strip', 'sit']"
72,If your that kind of snob then don't bother reviewing,"['If', 'your', 'that', 'kind', 'of', 'snob', 'then', 'do', ""n't"", 'bother', 'reviewing']","['if', 'kind', 'snob', ""n't"", 'bother', 'reviewing']","[('if', 'IN'), ('kind', 'NN'), ('snob', 'VBP'), (""n't"", 'RB'), ('bother', 'RB'), ('reviewing', 'VBG')]",['kind']
73,It's all about the pizza at this place,"['It', ""'s"", 'all', 'about', 'the', 'pizza', 'at', 'this', 'place']","['it', ""'s"", 'pizza', 'place']","[('it', 'PRP'), (""'s"", 'VBZ'), ('pizza', 'JJ'), ('place', 'NN')]",['place']
74,The pizza has this little crunch of perfection when you first bite it and it's orgasmic! It's so delicious!! I can't talk about it enough,"['The', 'pizza', 'has', 'this', 'little', 'crunch', 'of', 'perfection', 'when', 'you', 'first', 'bite', 'it', 'and', 'it', ""'s"", 'orgasmic', '!', 'It', ""'s"", 'so', 'delicious', '!', '!', 'I', 'ca', ""n't"", 'talk', 'about', 'it', 'enough']","['the', 'pizza', 'little', 'crunch', 'perfection', 'first', 'bite', ""'s"", 'orgasmic', '!', 'it', ""'s"", 'delicious', '!', '!', 'i', 'ca', ""n't"", 'talk', 'enough']","[('the', 'DT'), ('pizza', 'NN'), ('little', 'JJ'), ('crunch', 'NN'), ('perfection', 'NN'), ('first', 'RB'), ('bite', 'NN'), (""'s"", 'POS'), ('orgasmic', 'JJ'), ('!', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('delicious', 'JJ'), ('!', '.'), ('!', '.'), ('i', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('talk', 'VB'), ('enough', 'JJ')]","['pizza', 'crunch', 'perfection', 'bite', 'i']"
75,"I love coming here so, I never pass an opportunity to bring my out of town friends here..","['I', 'love', 'coming', 'here', 'so', ',', 'I', 'never', 'pass', 'an', 'opportunity', 'to', 'bring', 'my', 'out', 'of', 'town', 'friends', 'here..']","['i', 'love', 'coming', ',', 'i', 'never', 'pass', 'opportunity', 'bring', 'town', 'friends', 'here..']","[('i', 'JJ'), ('love', 'VBP'), ('coming', 'VBG'), (',', ','), ('i', 'NN'), ('never', 'RB'), ('pass', 'VBP'), ('opportunity', 'NN'), ('bring', 'NN'), ('town', 'NN'), ('friends', 'NNS'), ('here..', 'VBP')]","['i', 'opportunity', 'bring', 'town', 'friends']"
76,wish their was a local discount lol,"['wish', 'their', 'was', 'a', 'local', 'discount', 'lol']","['wish', 'local', 'discount', 'lol']","[('wish', 'JJ'), ('local', 'JJ'), ('discount', 'NN'), ('lol', 'NN')]","['discount', 'lol']"
77,Had the thin crust meatball and sausage pizza,"['Had', 'the', 'thin', 'crust', 'meatball', 'and', 'sausage', 'pizza']","['had', 'thin', 'crust', 'meatball', 'sausage', 'pizza']","[('had', 'VBD'), ('thin', 'JJ'), ('crust', 'NN'), ('meatball', 'NN'), ('sausage', 'NN'), ('pizza', 'NN')]","['crust', 'meatball', 'sausage', 'pizza']"
78,Delicious flavor and the crust is perfect,"['Delicious', 'flavor', 'and', 'the', 'crust', 'is', 'perfect']","['delicious', 'flavor', 'crust', 'perfect']","[('delicious', 'JJ'), ('flavor', 'NN'), ('crust', 'NN'), ('perfect', 'NN')]","['flavor', 'crust', 'perfect']"
79,Big slices of meatballs with massive flavor,"['Big', 'slices', 'of', 'meatballs', 'with', 'massive', 'flavor']","['big', 'slices', 'meatballs', 'massive', 'flavor']","[('big', 'JJ'), ('slices', 'NNS'), ('meatballs', 'NNS'), ('massive', 'JJ'), ('flavor', 'NN')]","['slices', 'meatballs', 'flavor']"
80, Highly recommended to ask for parmesan to sprinkle on top,"['Highly', 'recommended', 'to', 'ask', 'for', 'parmesan', 'to', 'sprinkle', 'on', 'top']","['highly', 'recommended', 'ask', 'parmesan', 'sprinkle', 'top']","[('highly', 'RB'), ('recommended', 'JJ'), ('ask', 'NN'), ('parmesan', 'JJ'), ('sprinkle', 'NN'), ('top', 'NN')]","['ask', 'sprinkle', 'top']"
81,Solid slice for Vegas!,"['Solid', 'slice', 'for', 'Vegas', '!']","['solid', 'slice', 'vegas', '!']","[('solid', 'JJ'), ('slice', 'NN'), ('vegas', 'NN'), ('!', '.')]","['slice', 'vegas']"
82,"Awesome""after the club"" pizza place!! Cool staff, generous slices and you gotta try the white slice!! I was staying in the Cosmo and this place was recommended to me, so I have to pay it forward and tell you guys you gotta try it!! Enjoy!!","['Awesome', ""''"", 'after', 'the', 'club', ""''"", 'pizza', 'place', '!', '!', 'Cool', 'staff', ',', 'generous', 'slices', 'and', 'you', 'got', 'ta', 'try', 'the', 'white', 'slice', '!', '!', 'I', 'was', 'staying', 'in', 'the', 'Cosmo', 'and', 'this', 'place', 'was', 'recommended', 'to', 'me', ',', 'so', 'I', 'have', 'to', 'pay', 'it', 'forward', 'and', 'tell', 'you', 'guys', 'you', 'got', 'ta', 'try', 'it', '!', '!', 'Enjoy', '!', '!']","['awesome', ""''"", 'club', ""''"", 'pizza', 'place', '!', '!', 'cool', 'staff', ',', 'generous', 'slices', 'got', 'ta', 'try', 'white', 'slice', '!', '!', 'i', 'staying', 'cosmo', 'place', 'recommended', ',', 'i', 'pay', 'forward', 'tell', 'guys', 'got', 'ta', 'try', '!', '!', 'enjoy', '!', '!']","[('awesome', 'NN'), (""''"", ""''""), ('club', 'NN'), (""''"", ""''""), ('pizza', 'JJ'), ('place', 'NN'), ('!', '.'), ('!', '.'), ('cool', 'JJ'), ('staff', 'NN'), (',', ','), ('generous', 'JJ'), ('slices', 'NNS'), ('got', 'VBD'), ('ta', 'JJ'), ('try', 'VB'), ('white', 'JJ'), ('slice', 'NN'), ('!', '.'), ('!', '.'), ('i', 'JJ'), ('staying', 'VBG'), ('cosmo', 'JJ'), ('place', 'NN'), ('recommended', 'VBD'), (',', ','), ('i', 'JJ'), ('pay', 'VBP'), ('forward', 'RB'), ('tell', 'VBP'), ('guys', 'NNS'), ('got', 'VBD'), ('ta', 'JJ'), ('try', 'NN'), ('!', '.'), ('!', '.'), ('enjoy', 'NN'), ('!', '.'), ('!', '.')]","['awesome', 'club', 'place', 'staff', 'slices', 'slice', 'place', 'guys', 'try', 'enjoy']"
83,The pizza here is probably one of the best I've ever had ,"['The', 'pizza', 'here', 'is', 'probably', 'one', 'of', 'the', 'best', 'I', ""'ve"", 'ever', 'had']","['the', 'pizza', 'probably', 'one', 'best', 'i', ""'ve"", 'ever']","[('the', 'DT'), ('pizza', 'NN'), ('probably', 'RB'), ('one', 'CD'), ('best', 'JJS'), ('i', 'NN'), (""'ve"", 'VBP'), ('ever', 'RB')]","['pizza', 'i']"
84," They cook it  there in front of you - so you know it's fresh and boy does it taste good!

I am marking them down because their selection of toppings was so very poor","['They', 'cook', 'it', 'there', 'in', 'front', 'of', 'you', '-', 'so', 'you', 'know', 'it', ""'s"", 'fresh', 'and', 'boy', 'does', 'it', 'taste', 'good', '!', 'I', 'am', 'marking', 'them', 'down', 'because', 'their', 'selection', 'of', 'toppings', 'was', 'so', 'very', 'poor']","['they', 'cook', 'front', '-', 'know', ""'s"", 'fresh', 'boy', 'taste', 'good', '!', 'i', 'marking', 'selection', 'toppings', 'poor']","[('they', 'PRP'), ('cook', 'VBP'), ('front', 'JJ'), ('-', ':'), ('know', 'VBP'), (""'s"", 'POS'), ('fresh', 'JJ'), ('boy', 'NN'), ('taste', 'NN'), ('good', 'JJ'), ('!', '.'), ('i', 'NN'), ('marking', 'VBG'), ('selection', 'NN'), ('toppings', 'NNS'), ('poor', 'JJ')]","['boy', 'taste', 'i', 'selection', 'toppings']"
85," When asked whether they did chicken or beef toppings, they said they only did ham and salami and looked at me as if I were crazy!!  What kind of pizza place doesn't have a chicken or beef option???  Weird!

Note that this is not really an eat in place, just a take out joint - well worth it though.","['When', 'asked', 'whether', 'they', 'did', 'chicken', 'or', 'beef', 'toppings', ',', 'they', 'said', 'they', 'only', 'did', 'ham', 'and', 'salami', 'and', 'looked', 'at', 'me', 'as', 'if', 'I', 'were', 'crazy', '!', '!', 'What', 'kind', 'of', 'pizza', 'place', 'does', ""n't"", 'have', 'a', 'chicken', 'or', 'beef', 'option', '?', '?', '?', 'Weird', '!', 'Note', 'that', 'this', 'is', 'not', 'really', 'an', 'eat', 'in', 'place', ',', 'just', 'a', 'take', 'out', 'joint', '-', 'well', 'worth', 'it', 'though', '.']","['when', 'asked', 'whether', 'chicken', 'beef', 'toppings', ',', 'said', 'ham', 'salami', 'looked', 'i', 'crazy', '!', '!', 'what', 'kind', 'pizza', 'place', ""n't"", 'chicken', 'beef', 'option', '?', '?', '?', 'weird', '!', 'note', 'really', 'eat', 'place', ',', 'take', 'joint', '-', 'well', 'worth', 'though', '.']","[('when', 'WRB'), ('asked', 'VBD'), ('whether', 'IN'), ('chicken', 'NN'), ('beef', 'NN'), ('toppings', 'NNS'), (',', ','), ('said', 'VBD'), ('ham', 'NN'), ('salami', 'NN'), ('looked', 'VBD'), ('i', 'JJ'), ('crazy', 'NN'), ('!', '.'), ('!', '.'), ('what', 'WP'), ('kind', 'NN'), ('pizza', 'NN'), ('place', 'NN'), (""n't"", 'RB'), ('chicken', 'VBD'), ('beef', 'NN'), ('option', 'NN'), ('?', '.'), ('?', '.'), ('?', '.'), ('weird', 'JJ'), ('!', '.'), ('note', 'NN'), ('really', 'RB'), ('eat', 'JJ'), ('place', 'NN'), (',', ','), ('take', 'VB'), ('joint', 'JJ'), ('-', ':'), ('well', 'RB'), ('worth', 'IN'), ('though', 'NNS'), ('.', '.')]","['chicken', 'beef', 'toppings', 'ham', 'salami', 'crazy', 'kind', 'pizza', 'place', 'beef', 'option', 'note', 'place', 'though']"
86,"Great pizza, friendly and entertaining staff, and open late!","['Great', 'pizza', ',', 'friendly', 'and', 'entertaining', 'staff', ',', 'and', 'open', 'late', '!']","['great', 'pizza', ',', 'friendly', 'entertaining', 'staff', ',', 'open', 'late', '!']","[('great', 'JJ'), ('pizza', 'NN'), (',', ','), ('friendly', 'RB'), ('entertaining', 'JJ'), ('staff', 'NN'), (',', ','), ('open', 'JJ'), ('late', 'RB'), ('!', '.')]","['pizza', 'staff']"
87,Personally the hype is not real..,"['Personally', 'the', 'hype', 'is', 'not', 'real..']","['personally', 'hype', 'real..']","[('personally', 'RB'), ('hype', 'JJ'), ('real..', 'NN')]",['real..']
88,"Perhaps it was extremely over-hyped up, maybe it was because I 100% sober haha","['Perhaps', 'it', 'was', 'extremely', 'over-hyped', 'up', ',', 'maybe', 'it', 'was', 'because', 'I', '100', '%', 'sober', 'haha']","['perhaps', 'extremely', 'over-hyped', ',', 'maybe', 'i', '100', '%', 'sober', 'haha']","[('perhaps', 'RB'), ('extremely', 'RB'), ('over-hyped', 'JJ'), (',', ','), ('maybe', 'RB'), ('i', 'JJ'), ('100', 'CD'), ('%', 'NN'), ('sober', 'NN'), ('haha', 'NN')]","['%', 'sober', 'haha']"
89,Idk it wasn't worth $28.50 for a pepperoni pizza,"['Idk', 'it', 'was', ""n't"", 'worth', '$', '28.50', 'for', 'a', 'pepperoni', 'pizza']","['idk', ""n't"", 'worth', '$', '28.50', 'pepperoni', 'pizza']","[('idk', 'NN'), (""n't"", 'RB'), ('worth', 'VBD'), ('$', '$'), ('28.50', 'CD'), ('pepperoni', 'NN'), ('pizza', 'NN')]","['idk', 'pepperoni', 'pizza']"
90,I live in Vegas and if you live here or visit I still think Verrazano Pizza and Rocco's Pizza are the best and waaay cheaper,"['I', 'live', 'in', 'Vegas', 'and', 'if', 'you', 'live', 'here', 'or', 'visit', 'I', 'still', 'think', 'Verrazano', 'Pizza', 'and', 'Rocco', ""'s"", 'Pizza', 'are', 'the', 'best', 'and', 'waaay', 'cheaper']","['i', 'live', 'vegas', 'live', 'visit', 'i', 'still', 'think', 'verrazano', 'pizza', 'rocco', ""'s"", 'pizza', 'best', 'waaay', 'cheaper']","[('i', 'JJ'), ('live', 'VBP'), ('vegas', 'NNS'), ('live', 'VBP'), ('visit', 'NN'), ('i', 'NN'), ('still', 'RB'), ('think', 'VBP'), ('verrazano', 'JJ'), ('pizza', 'NN'), ('rocco', 'NN'), (""'s"", 'POS'), ('pizza', 'NN'), ('best', 'RBS'), ('waaay', 'NN'), ('cheaper', 'JJR')]","['vegas', 'visit', 'i', 'pizza', 'rocco', 'pizza', 'waaay']"
